# hjd                mag        mag_err  
  2457826.6600463    0.00212    0.00394  
  2457826.66019676   -0.01021   0.00391  
  2457826.66034722   0.01061    0.00397  
  2457826.66050926   -0.00576   0.00392  
  2457826.66065972   -0.00788   0.00392  
  2457826.66081019   -0.0061    0.00391  
  2457826.66096065   0.00947    0.00397  
  2457826.66111111   -0.00104   0.00393  
  2457826.66126157   -0.01148   0.0039   
  2457826.66141204   0.00359    0.00394  
  2457826.6615625    0.01324    0.00398  
  2457826.66171296   0.0041     0.00395  
  2457826.66186343   0.00147    0.00394  
  2457826.66201389   0.00174    0.00394  
  2457826.66216435   -0.00215   0.00393  
  2457826.66231481   -0.00637   0.00392  
  2457826.66246528   0.00921    0.00397  
  2457826.66261574   0.00645    0.00396  
  2457826.6627662    -0.00981   0.00391  
  2457826.66291667   -0.00226   0.00393  
  2457826.66306713   0.00201    0.00395  
  2457826.66321759   0.00961    0.00397  
  2457826.66336806   -0.00166   0.00394  
  2457826.66351852   0.00711    0.00396  
  2457826.66366898   0.01332    0.00398  
  2457826.66381944   0.00758    0.00397  
  2457826.66396991   0.0073     0.00396  
  2457826.6641088    -0.00578   0.00392  
  2457826.66425926   0.00744    0.00396  
  2457826.6644213    -0.01465   0.00389  
  2457826.66457176   0.00357    0.00395  
  2457826.66472222   0.00321    0.00395  
  2457826.66486111   0.00337    0.00394  
  2457826.66502315   -0.0077    0.00391  
  2457826.66517361   -0.00794   0.00392  
  2457826.66532407   0.01082    0.00397  
  2457826.66547454   -0.00184   0.00393  
  2457826.665625     0.0057     0.00395  
  2457826.66577546   -0.0125    0.0039   
  2457826.66592593   6.0E-5     0.00394  
  2457826.66607639   -0.0018    0.00394  
  2457826.66622685   0.00373    0.00395  
  2457826.66637731   0.0146     0.00398  
  2457826.6665162    -0.00157   0.00394  
  2457826.66667824   0.00164    0.00394  
  2457826.6668287    0.01115    0.00397  
  2457826.66697917   0.0084     0.00396  
  2457826.66711806   0.00552    0.00395  
  2457826.66726852   0.0126     0.00397  
  2457826.66741898   0.01327    0.00398  
  2457826.66756944   -0.01309   0.00391  
  2457826.66771991   0.00333    0.00395  
  2457826.66787037   -0.0108    0.00391  
  2457826.66802083   0.00858    0.00396  
  2457826.6681713    -0.00271   0.00393  
  2457826.66832176   0.00539    0.00396  
  2457826.66847222   -0.00263   0.00393  
  2457826.66862269   -0.0       0.00394  
  2457826.66877315   0.01126    0.00397  
  2457826.66892361   0.00125    0.00394  
  2457826.66907407   -0.00521   0.00392  
  2457826.66922454   0.00886    0.00397  
  2457826.669375     0.01049    0.00398  
  2457826.66952546   0.00626    0.00396  
  2457826.66967593   0.00283    0.00395  
  2457826.66982639   -0.00109   0.00394  
  2457826.66997685   -3.5E-4    0.00394  
  2457826.67012731   0.00286    0.00395  
  2457826.67027778   0.00414    0.00395  
  2457826.67042824   0.00551    0.00396  
  2457826.6705787    0.00319    0.00395  
  2457826.67072917   -0.00212   0.00394  
  2457826.67087963   0.01067    0.00398  
  2457826.67103009   -0.00615   0.00392  
  2457826.67118056   -5.0E-5    0.00394  
  2457826.67133102   -0.01547   0.0039   
  2457826.67148148   0.00566    0.00396  
  2457826.67163194   -0.0018    0.00394  
  2457826.67178241   -0.00639   0.00392  
  2457826.67193287   0.00233    0.00395  
  2457826.67208333   0.00486    0.00395  
  2457826.6722338    -0.00603   0.00392  
  2457826.67238426   0.00861    0.00396  
  2457826.67253472   -0.00345   0.00393  
  2457826.67268518   0.00346    0.00395  
  2457826.67283565   0.01043    0.00397  
  2457826.67298611   -0.00547   0.00393  
  2457826.67313657   -0.00311   0.00393  
  2457826.67328704   0.00197    0.00394  
  2457826.6734375    0.01449    0.00398  
  2457826.67358796   -0.00242   0.00392  
  2457826.67373843   -0.00167   0.00393  
  2457826.67388889   -0.00674   0.00392  
  2457826.67403935   0.00433    0.00395  
  2457826.67418981   -0.01046   0.0039   
  2457826.67434028   2.4E-4     0.00394  
  2457826.67449074   -0.00833   0.00392  
  2457826.6746412    -0.00329   0.00393  
  2457826.67479167   -0.00366   0.00392  
  2457826.67494213   0.0104     0.00397  
  2457826.67509259   0.00556    0.00395  
  2457826.67524306   0.00429    0.00395  
  2457826.67538194   -0.00496   0.00393  
  2457826.67553241   0.00628    0.00396  
  2457826.67569444   -0.00983   0.00391  
  2457826.67584491   -0.00264   0.00393  
  2457826.67599537   -0.00133   0.00394  
  2457826.67614583   0.00843    0.00396  
  2457826.6762963    2.3E-4     0.00394  
  2457826.67644676   -0.00232   0.00393  
  2457826.67659722   -0.00581   0.00392  
  2457826.67674769   -0.00547   0.00392  
  2457826.67689815   0.00479    0.00395  
  2457826.67704861   0.001      0.00394  
  2457826.67719907   0.0015     0.00394  
  2457826.67734954   0.0076     0.00395  
  2457826.6775       -0.00484   0.00392  
  2457826.67765046   -0.0018    0.00392  
  2457826.67780093   -0.00697   0.00392  
  2457826.67795139   0.00739    0.00395  
  2457826.67810185   0.00563    0.00395  
  2457826.67825231   -0.01096   0.0039   
  2457826.67840278   0.00161    0.00393  
  2457826.67855324   0.00178    0.00393  
  2457826.6787037    0.00795    0.00395  
  2457826.67885417   0.00894    0.00396  
  2457826.67900463   -0.0028    0.00392  
  2457826.67915509   0.00262    0.00394  
  2457826.67930556   0.00406    0.00394  
  2457826.67945602   -0.00431   0.00391  
  2457826.67960648   -8.3E-4    0.00391  
  2457826.67975694   0.00279    0.00393  
  2457826.67990741   -0.00351   0.00391  
  2457826.68005787   -0.01352   0.00388  
  2457826.68020833   -0.00435   0.0039   
  2457826.6803588    -0.00909   0.00389  
  2457826.68050926   0.01       0.00394  
  2457826.68065972   0.00198    0.00391  
  2457826.68081019   0.00807    0.00393  
  2457826.68096065   6.7E-4     0.00391  
  2457826.68111111   -0.00308   0.00389  
  2457826.68126157   -0.00106   0.00389  
  2457826.68141204   -0.00558   0.00388  
  2457826.6815625    0.00435    0.00391  
  2457826.68171296   0.00335    0.00391  
  2457826.68186343   -0.00385   0.00389  
  2457826.68201389   -0.00243   0.00389  
  2457826.68216435   -0.00829   0.00388  
  2457826.68231481   0.00596    0.00391  
  2457826.68246528   -0.00167   0.00389  
  2457826.68261574   0.00271    0.0039   
  2457826.6827662    -0.00263   0.00388  
  2457826.68291667   -0.00317   0.00388  
  2457826.68306713   -0.00645   0.00387  
  2457826.68321759   1.5E-4     0.00389  
  2457826.68336806   0.00294    0.0039   
  2457826.68351852   -0.00353   0.00388  
  2457826.68366898   5.4E-4     0.00389  
  2457826.68381944   -0.003     0.00387  
  2457826.68396991   0.0017     0.00389  
  2457826.68412037   -0.00622   0.00387  
  2457826.68427083   -0.00113   0.00388  
  2457826.6844213    -0.00258   0.00387  
  2457826.68457176   -0.00531   0.00386  
  2457826.68472222   -0.01467   0.00384  
  2457826.68487269   -0.00152   0.00387  
  2457826.68502315   -0.01233   0.00384  
  2457826.68517361   -0.00189   0.00387  
  2457826.68532407   -0.01207   0.00384  
  2457826.68547454   0.00185    0.00388  
  2457826.685625     7.0E-5     0.00388  
  2457826.68577546   0.00843    0.0039   
  2457826.68592593   0.00316    0.00388  
  2457826.68607639   0.00267    0.00388  
  2457826.68622685   -0.00131   0.00387  
  2457826.68636574   -0.00355   0.00386  
  2457826.6865162    0.00613    0.00388  
  2457826.68666667   0.00577    0.00388  
  2457826.68681713   2.0E-4     0.00386  
  2457826.68697917   0.00401    0.00387  
  2457826.68712963   -0.0017    0.00386  
  2457826.68728009   0.01256    0.0039   
  2457826.68743056   0.00574    0.00388  
  2457826.68756944   -0.00286   0.00385  
  2457826.68773148   0.00396    0.00387  
  2457826.68787037   -4.3E-4    0.00386  
  2457826.68803241   -1.3E-4    0.00386  
  2457826.68818287   0.00328    0.00387  
  2457826.68833333   0.0036     0.00387  
  2457826.6884838    -0.00162   0.00385  
  2457826.68863426   -6.6E-4    0.00386  
  2457826.68878472   -0.00138   0.00386  
  2457826.68893519   -0.01057   0.00383  
  2457826.68908565   -0.00158   0.00386  
  2457826.68924769   0.00621    0.00388  
  2457826.68939815   0.01076    0.00389  
  2457826.68954861   -0.00711   0.00384  
  2457826.68969907   -0.0075    0.00384  
  2457826.68984954   0.00601    0.00388  
  2457826.69         -0.00114   0.00386  
  2457826.69015046   -0.00323   0.00384  
  2457826.69030093   0.00858    0.00388  
  2457826.69045139   -0.0033    0.00384  
  2457826.69060185   -0.00313   0.00385  
  2457826.69075231   -0.01505   0.00381  
  2457826.69090278   0.00429    0.00386  
  2457826.69105324   0.0042     0.00386  
  2457826.6912037    -0.00405   0.00384  
  2457826.69135417   -0.004     0.00384  
  2457826.69150463   -0.00791   0.00383  
  2457826.69165509   0.0038     0.00386  
  2457826.69180556   0.00159    0.00386  
  2457826.69195602   0.00717    0.00387  
  2457826.69210648   -0.00371   0.00384  
  2457826.69224537   -0.00244   0.00384  
  2457826.69240741   -0.00254   0.00384  
  2457826.6925463    -0.005     0.00383  
  2457826.69269676   0.00255    0.00385  
  2457826.69284722   -0.00353   0.00383  
  2457826.69299769   1.2E-4     0.00384  
  2457826.69314815   0.00424    0.00385  
  2457826.69329861   -0.0024    0.00383  
  2457826.69344907   -0.00528   0.00382  
  2457826.69359954   -0.00229   0.00383  
  2457826.69375      -0.00796   0.00381  
  2457826.69390046   0.0049     0.00385  
  2457826.69405093   0.00179    0.00384  
  2457826.69420139   0.00333    0.00385  
  2457826.69435185   -0.00169   0.00383  
  2457826.69450232   -0.0022    0.00383  
  2457826.69465278   0.00271    0.00384  
  2457826.69480324   -0.00583   0.00381  
  2457826.6949537    0.00317    0.00383  
  2457826.69510417   -0.00895   0.0038   
  2457826.69525463   -0.00493   0.00381  
  2457826.69540509   -0.00198   0.00382  
  2457826.69555556   0.00111    0.00382  
  2457826.69570602   -0.01364   0.00378  
  2457826.69585648   -0.00531   0.00381  
  2457826.69600694   -0.00144   0.00382  
  2457826.69615741   -0.00458   0.00381  
  2457826.69630787   0.00334    0.00383  
  2457826.69645833   -0.0025    0.00382  
  2457826.6966088    4.8E-4     0.00382  
  2457826.69675926   0.00353    0.00383  
  2457826.69690972   -0.00103   0.00382  
  2457826.69706019   0.00828    0.00384  
  2457826.69721065   -7.1E-4    0.00382  
  2457826.69736111   0.00572    0.00384  
  2457826.69751157   -0.00389   0.00381  
  2457826.69765046   -0.00136   0.00382  
  2457826.69780093   -0.0032    0.00381  
  2457826.69795139   -0.00485   0.0038   
  2457826.69811343   0.00959    0.00384  
  2457826.69826389   -0.00501   0.0038   
  2457826.69841435   0.00548    0.00383  
  2457826.69856481   -4.7E-4    0.00381  
  2457826.69871528   -0.00414   0.0038   
  2457826.69886574   -0.00524   0.00379  
  2457826.6990162    -0.00273   0.00379  
  2457826.69916667   -0.00326   0.0038   
  2457826.69930556   -0.01145   0.00377  
  2457826.69946759   0.00401    0.00381  
  2457826.69961806   -0.00626   0.00378  
  2457826.69976852   -9.5E-4    0.00379  
  2457826.69991898   0.01226    0.00383  
  2457826.70006944   -0.0058    0.00378  
  2457826.70021991   0.0022     0.0038   
  2457826.70037037   0.00417    0.00381  
  2457826.70052083   3.3E-4     0.0038   
  2457826.7006713    0.00152    0.0038   
  2457826.70082176   0.00415    0.0038   
  2457826.70097222   0.00336    0.00381  
  2457826.70112269   -0.00558   0.00379  
  2457826.70127315   0.00171    0.0038   
  2457826.70141204   0.01008    0.00382  
  2457826.7015625    -0.00495   0.00379  
  2457826.70171296   0.00666    0.00381  
  2457826.70186343   0.01039    0.00383  
  2457826.70202546   0.00306    0.0038   
  2457826.70217593   0.00224    0.0038   
  2457826.70232639   0.00126    0.00379  
  2457826.70247685   -0.00915   0.00377  
  2457826.70262731   0.0065     0.00381  
  2457826.70278935   0.00963    0.00381  
  2457826.70293981   0.00921    0.00381  
  2457826.7030787    0.00333    0.00379  
  2457826.70322917   0.00814    0.00381  
  2457826.70337963   0.00395    0.00379  
  2457826.70353009   -0.00724   0.00376  
  2457826.70368056   0.00268    0.00379  
  2457826.70383102   0.00244    0.00379  
  2457826.70398148   0.00315    0.00379  
  2457826.70413194   0.00163    0.00379  
  2457826.70428241   0.00113    0.00379  
  2457826.70444444   0.01014    0.00381  
  2457826.70458333   0.00471    0.0038   
  2457826.7047338    0.00496    0.0038   
  2457826.70488426   0.01049    0.00381  
  2457826.7050463    -0.00186   0.00378  
  2457826.70518519   -0.00202   0.00378  
  2457826.70533565   0.00451    0.0038   
  2457826.70548611   8.4E-4     0.00379  
  2457826.70563657   0.00472    0.0038   
  2457826.70578704   0.00829    0.00381  
  2457826.7059375    0.0085     0.00382  
  2457826.70608796   0.00528    0.0038   
  2457826.70623843   -0.00136   0.00379  
  2457826.70638889   0.01499    0.00383  
  2457826.70653935   0.00433    0.0038   
  2457826.70668982   0.00767    0.00381  
  2457826.70684028   -0.00286   0.00378  
  2457826.70699074   0.01121    0.00382  
  2457826.7071412    0.01372    0.00382  
  2457826.70729167   0.00429    0.0038   
  2457826.70744213   0.00525    0.0038   
  2457826.70759259   0.01507    0.00383  
  2457826.70774306   0.00334    0.0038   
  2457826.70789352   0.00433    0.0038   
  2457826.70804398   0.00542    0.0038   
  2457826.70819444   0.00492    0.0038   
  2457826.70834491   -5.0E-5    0.00379  
  2457826.70849537   0.00721    0.00381  
  2457826.70864583   0.01424    0.00382  
  2457826.7087963    0.00828    0.00381  
  2457826.70894676   0.01192    0.00381  
  2457826.70909722   0.01361    0.00382  
  2457826.70924769   6.9E-4     0.00378  
  2457826.70939815   -0.00311   0.00377  
  2457826.70956019   0.01487    0.00382  
  2457826.70971065   0.00417    0.00379  
  2457826.70984954   0.00363    0.00379  
  2457826.71         0.003      0.00379  
  2457826.71016204   0.01314    0.00381  
  2457826.7103125    0.012      0.00381  
  2457826.71046296   0.00937    0.0038   
  2457826.71061343   0.0074     0.00379  
  2457826.71075231   0.01366    0.00381  
  2457826.71090278   0.00413    0.00379  
  2457826.71105324   0.00374    0.00379  
  2457826.7112037    0.00907    0.0038   
  2457826.71135417   0.0117     0.00381  
  2457826.71150463   0.00841    0.0038   
  2457826.71165509   0.0031     0.00378  
  2457826.71180556   0.01146    0.00381  
  2457826.71195602   0.0056     0.00379  
  2457826.71211806   0.00518    0.00379  
  2457826.71226852   0.00416    0.00379  
  2457826.71241898   0.00721    0.00379  
  2457826.71256944   0.00584    0.00379  
  2457826.71271991   0.01138    0.0038   
  2457826.71287037   0.00917    0.0038   
  2457826.71302083   0.0156     0.00382  
  2457826.7131713    0.0122     0.00381  
  2457826.71332176   0.00627    0.00379  
  2457826.71347222   0.00862    0.00379  
  2457826.71362269   0.01357    0.00381  
  2457826.71377315   0.01008    0.0038   
  2457826.71392361   0.01192    0.0038   
  2457826.71407407   0.01152    0.0038   
  2457826.71422454   0.00767    0.00379  
  2457826.714375     0.01473    0.00381  
  2457826.71452546   0.00925    0.0038   
  2457826.71467593   0.00984    0.0038   
  2457826.71481481   0.00927    0.00379  
  2457826.71496528   0.00877    0.00379  
  2457826.71511574   0.00885    0.00379  
  2457826.7152662    0.01038    0.0038   
  2457826.71541667   0.0148     0.00381  
  2457826.71556713   0.00843    0.00379  
  2457826.71571759   0.01386    0.0038   
  2457826.71586806   -0.00465   0.00375  
  2457826.71601852   0.00846    0.00379  
  2457826.71616898   0.00965    0.00379  
  2457826.71631944   0.01536    0.00381  
  2457826.71646991   0.0099     0.00379  
  2457826.71662037   0.01596    0.00381  
  2457826.71677083   0.01518    0.0038   
  2457826.7169213    0.00877    0.00379  
  2457826.71707176   0.00906    0.00379  
  2457826.71722222   0.00251    0.00377  
  2457826.71737269   0.00518    0.00378  
  2457826.71752315   0.00402    0.00378  
  2457826.71767361   0.01457    0.0038   
  2457826.71782407   0.01308    0.0038   
  2457826.71797454   0.01517    0.0038   
  2457826.718125     0.00295    0.00377  
  2457826.71827546   0.00823    0.00378  
  2457826.71842593   0.02034    0.00381  
  2457826.71857639   0.01175    0.00379  
  2457826.71872685   0.01765    0.0038   
  2457826.71887731   0.01046    0.00378  
  2457826.71902778   0.01604    0.0038   
