# hjd                mag        mag_err  
  2457817.82298611   0.006      0.00294  
  2457817.82313657   0.0093     0.00295  
  2457817.82328704   0.01229    0.00295  
  2457817.8234375    0.01591    0.00296  
  2457817.82358796   0.00952    0.00295  
  2457817.82373843   0.00476    0.00294  
  2457817.82387732   0.00647    0.00294  
  2457817.82403935   0.01453    0.00295  
  2457817.82417824   0.01111    0.00295  
  2457817.8243287    0.00963    0.00295  
  2457817.82447917   0.01923    0.00296  
  2457817.82462963   0.01394    0.00295  
  2457817.82479167   0.01212    0.00295  
  2457817.82493056   0.0115     0.00295  
  2457817.82508102   0.01126    0.00295  
  2457817.82523148   0.00994    0.00295  
  2457817.82538194   0.01521    0.00296  
  2457817.82553241   0.01497    0.00296  
  2457817.82568287   0.00962    0.00295  
  2457817.82583333   0.01214    0.00295  
  2457817.8259838    0.01086    0.00295  
  2457817.82613426   0.01014    0.00295  
  2457817.82628472   0.00539    0.00294  
  2457817.82643519   0.01138    0.00295  
  2457817.82658565   0.01671    0.00296  
  2457817.82673611   0.01122    0.00295  
  2457817.82688657   0.01806    0.00296  
  2457817.82703704   0.00929    0.00295  
  2457817.8271875    0.00974    0.00295  
  2457817.82733796   0.01086    0.00295  
  2457817.82748843   0.01399    0.00296  
  2457817.82763889   0.01616    0.00296  
  2457817.82778935   0.01078    0.00295  
  2457817.82793981   0.01222    0.00295  
  2457817.82809028   0.00974    0.00295  
  2457817.82824074   0.01278    0.00295  
  2457817.8283912    0.00553    0.00294  
  2457817.82854167   0.00858    0.00295  
  2457817.82869213   0.00658    0.00295  
  2457817.82884259   0.0115     0.00295  
  2457817.82899306   0.00761    0.00295  
  2457817.82914352   0.00747    0.00295  
  2457817.82929398   0.01168    0.00296  
  2457817.82944444   0.01026    0.00295  
  2457817.82959491   0.01134    0.00296  
  2457817.82975694   0.01882    0.00297  
  2457817.82990741   0.01584    0.00296  
  2457817.83005787   0.01149    0.00295  
  2457817.83020833   0.01334    0.00296  
  2457817.83034722   0.01485    0.00296  
  2457817.83049769   0.01236    0.00296  
  2457817.83064815   0.0101     0.00295  
  2457817.83079861   0.01216    0.00296  
  2457817.83094907   0.0077     0.00295  
  2457817.83109954   0.01589    0.00296  
  2457817.83125      0.01136    0.00296  
  2457817.83140046   0.01251    0.00296  
  2457817.83155093   0.01405    0.00296  
  2457817.83170139   0.00801    0.00295  
  2457817.83185185   0.01324    0.00296  
  2457817.83200231   0.0082     0.00296  
  2457817.83215278   0.00106    0.00294  
  2457817.83230324   0.00811    0.00295  
  2457817.8324537    0.01469    0.00296  
  2457817.83260417   0.00999    0.00295  
  2457817.83275463   0.00807    0.00295  
  2457817.83290509   0.01473    0.00296  
  2457817.83305556   0.01288    0.00296  
  2457817.83320602   0.00866    0.00295  
  2457817.83335648   0.00413    0.00295  
  2457817.83350694   0.01358    0.00296  
  2457817.83364583   0.00774    0.00295  
  2457817.83380787   0.01115    0.00296  
  2457817.83395833   0.01598    0.00296  
  2457817.8341088    0.00741    0.00295  
  2457817.83425926   0.00541    0.00294  
  2457817.83440972   0.00503    0.00294  
  2457817.83454861   0.01192    0.00296  
  2457817.83469907   0.00863    0.00295  
  2457817.83484954   0.01178    0.00295  
  2457817.835        0.01059    0.00295  
  2457817.83515046   0.00494    0.00294  
  2457817.83530093   0.01327    0.00295  
  2457817.83545139   0.00205    0.00293  
  2457817.83560185   0.01233    0.00295  
  2457817.83575231   0.02012    0.00296  
  2457817.83590278   0.01212    0.00295  
  2457817.83605324   0.01307    0.00295  
  2457817.8362037    0.00412    0.00294  
  2457817.83635417   0.01268    0.00295  
  2457817.83650463   0.00231    0.00293  
  2457817.83665509   0.00852    0.00294  
  2457817.83680556   0.00355    0.00293  
  2457817.83695602   0.00565    0.00294  
  2457817.83710648   0.01455    0.00295  
  2457817.83725694   0.00532    0.00294  
  2457817.83740741   0.01311    0.00295  
  2457817.83755787   0.00899    0.00294  
  2457817.83770833   0.00703    0.00294  
  2457817.8378588    0.01183    0.00295  
  2457817.83800926   0.01366    0.00295  
  2457817.83815972   0.00466    0.00294  
  2457817.83831019   0.01146    0.00295  
  2457817.83846065   0.00915    0.00294  
  2457817.83861111   0.00767    0.00294  
  2457817.83876157   0.0118     0.00295  
  2457817.83891204   0.00257    0.00293  
  2457817.8390625    0.00262    0.00294  
  2457817.83921296   0.01351    0.00295  
  2457817.83935185   0.0143     0.00295  
  2457817.83950232   0.00649    0.00294  
  2457817.83965278   0.00632    0.00294  
  2457817.83980324   0.00881    0.00295  
  2457817.8399537    0.01198    0.00295  
  2457817.84010417   0.01414    0.00295  
  2457817.84025463   0.01184    0.00295  
  2457817.84040509   0.01114    0.00295  
  2457817.84055556   0.01323    0.00296  
  2457817.84071759   0.01374    0.00295  
  2457817.84086806   0.01389    0.00295  
  2457817.84101852   0.00717    0.00294  
  2457817.84116898   0.01161    0.00295  
  2457817.84131944   0.01289    0.00295  
  2457817.84145833   0.01374    0.00295  
  2457817.8416088    0.00665    0.00294  
  2457817.84175926   0.01108    0.00295  
  2457817.84190972   0.01052    0.00295  
  2457817.84206019   0.00939    0.00294  
  2457817.84221065   0.00865    0.00294  
  2457817.84236111   0.00738    0.00294  
  2457817.84251157   0.01057    0.00295  
  2457817.84266204   0.00435    0.00294  
  2457817.8428125    0.00851    0.00294  
  2457817.84296296   0.01001    0.00295  
  2457817.84311343   0.00755    0.00294  
  2457817.84326389   0.00964    0.00295  
  2457817.84341435   0.01254    0.00295  
  2457817.84356481   0.00963    0.00295  
  2457817.84371528   0.00881    0.00294  
  2457817.84385417   0.00654    0.00294  
  2457817.8440162    0.01349    0.00295  
  2457817.84416667   0.01178    0.00295  
  2457817.84431713   0.00672    0.00294  
  2457817.84445602   0.00593    0.00294  
  2457817.84461806   0.01024    0.00295  
  2457817.84476852   0.01289    0.00295  
  2457817.84490741   0.01086    0.00295  
  2457817.84506944   0.00448    0.00294  
  2457817.84521991   0.00512    0.00294  
  2457817.84537037   0.01306    0.00295  
  2457817.84552083   0.00406    0.00294  
  2457817.8456713    0.01392    0.00296  
  2457817.84582176   0.00821    0.00294  
  2457817.84597222   0.01185    0.00295  
  2457817.84612269   0.01009    0.00295  
  2457817.84627315   0.00737    0.00294  
  2457817.84641204   0.01481    0.00295  
  2457817.8465625    0.00838    0.00294  
  2457817.84671296   0.00536    0.00294  
  2457817.84686343   0.01366    0.00295  
  2457817.84701389   0.00945    0.00295  
  2457817.84716435   0.00146    0.00293  
  2457817.84731482   0.00411    0.00293  
  2457817.84746528   0.00589    0.00294  
  2457817.84762731   0.01188    0.00295  
  2457817.84777778   0.00294    0.00293  
  2457817.84792824   0.01277    0.00295  
  2457817.8480787    0.01517    0.00295  
  2457817.84822917   0.0084     0.00294  
  2457817.84837963   0.00639    0.00294  
  2457817.84853009   0.00975    0.00294  
  2457817.84868056   0.00609    0.00294  
  2457817.84883102   0.01385    0.00295  
  2457817.84898148   0.00732    0.00294  
  2457817.84913194   0.0072     0.00294  
  2457817.84928241   0.01057    0.00294  
  2457817.84943287   0.00326    0.00293  
  2457817.84958333   0.0084     0.00294  
  2457817.8497338    0.01462    0.00295  
  2457817.84988426   0.00416    0.00293  
  2457817.85003472   0.01129    0.00294  
  2457817.85018519   0.01686    0.00295  
  2457817.85033565   -0.00245   0.00292  
  2457817.85047454   0.00326    0.00293  
  2457817.850625     0.01101    0.00294  
  2457817.85077546   0.0079     0.00294  
  2457817.85092593   0.007      0.00294  
  2457817.85107639   0.01       0.00294  
  2457817.85123843   2.0E-4     0.00293  
  2457817.85138889   8.8E-4     0.00293  
  2457817.85153935   0.00717    0.00294  
  2457817.85168981   0.00904    0.00294  
  2457817.85184028   0.00273    0.00293  
  2457817.85199074   0.00575    0.00293  
  2457817.8521412    0.00308    0.00293  
  2457817.85230324   0.00793    0.00294  
  2457817.8524537    -0.00247   0.00292  
  2457817.85260417   0.00664    0.00294  
  2457817.85274306   0.00719    0.00294  
  2457817.85289352   0.00828    0.00294  
  2457817.85304398   0.01036    0.00294  
  2457817.85319444   0.00506    0.00293  
  2457817.85334491   0.01248    0.00295  
  2457817.85349537   0.00617    0.00294  
  2457817.85364583   0.00285    0.00293  
  2457817.8537963    0.00551    0.00294  
  2457817.85394676   0.0076     0.00294  
  2457817.85409722   0.01004    0.00295  
  2457817.85424769   0.00249    0.00293  
  2457817.85439815   0.01344    0.00295  
  2457817.85454861   0.00327    0.00293  
  2457817.85469907   0.00705    0.00294  
  2457817.85484954   0.00469    0.00294  
  2457817.855        0.00246    0.00293  
  2457817.85515046   0.00389    0.00293  
  2457817.85530093   0.00689    0.00294  
  2457817.85545139   0.00132    0.00293  
  2457817.85560185   -0.0012    0.00293  
  2457817.85575231   0.00229    0.00293  
  2457817.85590278   0.00152    0.00293  
  2457817.85605324   0.0        0.00293  
  2457817.8562037    0.00134    0.00293  
  2457817.85635417   0.00787    0.00294  
  2457817.85650463   -0.00132   0.00293  
  2457817.85665509   0.00262    0.00294  
  2457817.85680556   0.00403    0.00294  
  2457817.85695602   -0.0013    0.00293  
  2457817.85710648   0.00269    0.00294  
  2457817.85725694   0.01102    0.00295  
  2457817.85740741   0.00613    0.00294  
  2457817.85755787   0.00331    0.00293  
  2457817.85770833   -5.0E-4    0.00293  
  2457817.8578588    7.0E-5     0.00293  
  2457817.85800926   0.00668    0.00294  
  2457817.85814815   0.00898    0.00295  
  2457817.85829861   0.0025     0.00294  
  2457817.85844907   0.00995    0.00295  
  2457817.85861111   0.01035    0.00295  
  2457817.85875      -0.00156   0.00293  
  2457817.85891204   0.00134    0.00294  
  2457817.8590625    0.00548    0.00294  
  2457817.85920139   0.00202    0.00294  
  2457817.85935185   -6.0E-5    0.00294  
  2457817.85950231   0.00694    0.00295  
  2457817.85965278   -0.00272   0.00293  
  2457817.85980324   0.00532    0.00294  
  2457817.8599537    8.3E-4     0.00293  
  2457817.86010417   0.00796    0.00295  
  2457817.86025463   -0.00196   0.00293  
  2457817.86040509   0.00187    0.00293  
  2457817.86055556   0.00767    0.00294  
  2457817.86070602   0.00141    0.00293  
  2457817.86085648   -0.00309   0.00293  
  2457817.86100694   1.0E-4     0.00293  
  2457817.86115741   0.0012     0.00293  
  2457817.86130787   0.00159    0.00293  
  2457817.86145833   9.6E-4     0.00293  
  2457817.8616088    7.6E-4     0.00293  
  2457817.86175926   0.00259    0.00294  
  2457817.86190972   0.00171    0.00294  
  2457817.86206019   0.00612    0.00294  
  2457817.86221065   -1.6E-4    0.00293  
  2457817.86236111   -0.00203   0.00293  
  2457817.8625       -0.0018    0.00293  
  2457817.86265046   -0.00122   0.00293  
  2457817.86280093   -0.0014    0.00293  
  2457817.86295139   0.00258    0.00293  
  2457817.86311343   -0.00282   0.00292  
  2457817.86325231   -0.00438   0.00292  
  2457817.86340278   -0.00379   0.00292  
  2457817.86355324   -1.2E-4    0.00293  
  2457817.86371528   0.00337    0.00293  
  2457817.86386574   0.00131    0.00293  
  2457817.8640162    0.0029     0.00293  
  2457817.86416667   -0.00772   0.00292  
  2457817.86431713   -0.00975   0.00291  
  2457817.86446759   0.00143    0.00293  
  2457817.86461806   -0.00449   0.00292  
  2457817.86476852   0.00412    0.00294  
  2457817.86490741   -0.00606   0.00292  
  2457817.86505787   -0.00508   0.00292  
  2457817.86520833   -0.00531   0.00292  
  2457817.8653588    -0.00555   0.00292  
  2457817.86550926   -9.6E-4    0.00293  
  2457817.86565972   0.0031     0.00294  
  2457817.86581019   0.00238    0.00293  
  2457817.86596065   2.8E-4     0.00293  
  2457817.86611111   0.00102    0.00293  
  2457817.86626157   0.00223    0.00293  
  2457817.86641204   -4.4E-4    0.00293  
  2457817.8665625    6.8E-4     0.00293  
  2457817.86671296   3.3E-4     0.00293  
  2457817.866875     0.0062     0.00294  
  2457817.86702546   -0.00272   0.00293  
  2457817.86717593   0.00507    0.00294  
  2457817.86732639   -0.00326   0.00293  
  2457817.86747685   0.0025     0.00294  
  2457817.86762731   0.00242    0.00294  
  2457817.86777778   -0.00232   0.00293  
  2457817.86792824   -0.00416   0.00292  
  2457817.8680787    -0.00347   0.00293  
  2457817.86822917   0.00342    0.00294  
  2457817.86837963   -0.01174   0.00291  
  2457817.86853009   -0.00597   0.00292  
  2457817.86868056   -0.00726   0.00292  
  2457817.86883102   -0.00502   0.00292  
  2457817.86898148   -0.00504   0.00292  
  2457817.86913194   -0.00298   0.00293  
  2457817.86928241   -0.00642   0.00292  
  2457817.86943287   -0.00589   0.00292  
  2457817.86958333   0.00275    0.00293  
  2457817.8697338    0.005      0.00294  
  2457817.86988426   3.5E-4     0.00293  
  2457817.87003472   -0.00492   0.00292  
  2457817.87018519   0.00274    0.00294  
  2457817.87033565   -0.00147   0.00293  
  2457817.87048611   0.00749    0.00294  
  2457817.87063657   7.5E-4     0.00293  
  2457817.87078704   0.00138    0.00293  
  2457817.87092593   2.0E-5     0.00293  
  2457817.87108796   -0.00119   0.00293  
  2457817.87122685   -0.00218   0.00293  
  2457817.87137731   0.00159    0.00294  
  2457817.87153935   -0.00131   0.00293  
  2457817.87168981   -0.00557   0.00293  
  2457817.87184028   -1.2E-4    0.00293  
  2457817.87199074   -0.0032    0.00293  
  2457817.8721412    -0.00221   0.00293  
  2457817.87229167   0.00727    0.00295  
  2457817.87244213   -5.5E-4    0.00293  
  2457817.87259259   1.8E-4     0.00293  
  2457817.87274306   -4.5E-4    0.00293  
  2457817.87288194   8.9E-4     0.00293  
  2457817.87303241   7.0E-4     0.00293  
  2457817.87318287   0.00229    0.00294  
  2457817.87333333   5.1E-4     0.00293  
  2457817.8734838    -0.00449   0.00293  
  2457817.87363426   -3.7E-4    0.00293  
  2457817.87378472   -0.00602   0.00292  
  2457817.87393519   -1.7E-4    0.00293  
  2457817.87408565   0.00247    0.00294  
  2457817.87423611   -0.00245   0.00293  
  2457817.87438657   -0.00218   0.00293  
  2457817.87454861   -0.00632   0.00292  
  2457817.8746875    -1.6E-4    0.00293  
  2457817.87483796   -0.00165   0.00293  
  2457817.87498843   -0.00202   0.00293  
  2457817.87513889   -0.0022    0.00293  
  2457817.87528935   -0.00609   0.00292  
  2457817.87543981   -0.00253   0.00293  
  2457817.87559028   -1.0E-5    0.00294  
  2457817.87574074   0.00827    0.00295  
  2457817.8758912    -7.5E-4    0.00294  
  2457817.87604167   -0.00179   0.00294  
  2457817.87619213   0.00591    0.00294  
  2457817.87634259   -0.00237   0.00293  
  2457817.87649306   0.00272    0.00294  
  2457817.87664352   -8.4E-4    0.00293  
  2457817.87679398   -8.0E-4    0.00293  
  2457817.87694444   -0.00484   0.00293  
  2457817.87709491   0.00147    0.00294  
  2457817.87724537   0.00543    0.00295  
  2457817.87739583   -5.1E-4    0.00294  
  2457817.8775463    0.00303    0.00294  
  2457817.87769676   0.00467    0.00294  
  2457817.87784722   0.0027     0.00294  
  2457817.87799769   -0.00153   0.00293  
  2457817.87814815   -6.0E-4    0.00294  
  2457817.87829861   0.00159    0.00293  
  2457817.87844907   0.00271    0.00294  
  2457817.87859954   0.00664    0.00294  
  2457817.87875      -0.00463   0.00293  
  2457817.87890046   -2.3E-4    0.00293  
  2457817.87905093   -0.00246   0.00293  
  2457817.87920139   0.00205    0.00294  
  2457817.87935185   0.0024     0.00294  
  2457817.87950231   -3.2E-4    0.00293  
  2457817.87965278   -0.00166   0.00293  
  2457817.87980324   -2.4E-4    0.00293  
  2457817.8799537    7.2E-4     0.00293  
  2457817.88010417   -0.00159   0.00293  
  2457817.88025463   -4.0E-5    0.00293  
  2457817.88040509   -0.00656   0.00292  
  2457817.88055556   2.5E-4     0.00293  
  2457817.88070602   0.00698    0.00294  
  2457817.88085648   -0.00181   0.00293  
  2457817.88100694   -0.00204   0.00293  
  2457817.88115741   0.00276    0.00293  
  2457817.88130787   -0.00248   0.00293  
  2457817.88146991   0.00662    0.00294  
  2457817.88162037   0.00621    0.00294  
  2457817.88177083   -0.00207   0.00293  
  2457817.8819213    0.00377    0.00294  
  2457817.88207176   -0.00497   0.00293  
  2457817.88222222   0.00853    0.00294  
  2457817.88237269   -0.00523   0.00292  
  2457817.88253472   -4.9E-4    0.00293  
  2457817.88268519   -7.6E-4    0.00293  
  2457817.88283565   0.00234    0.00293  
  2457817.88298611   0.00249    0.00293  
  2457817.88313657   -0.00534   0.00292  
  2457817.88328704   -0.00208   0.00293  
  2457817.8834375    -4.1E-4    0.00293  
  2457817.88358796   -0.00329   0.00292  
  2457817.88373843   -8.4E-4    0.00293  
  2457817.88388889   0.00138    0.00293  
  2457817.88403935   -0.00356   0.00292  
  2457817.88418981   7.8E-4     0.00293  
  2457817.8843287    -0.00416   0.00292  
  2457817.88447917   -0.0047    0.00292  
  2457817.88462963   3.2E-4     0.00293  
  2457817.88478009   -0.00387   0.00292  
  2457817.88493056   -0.00401   0.00292  
  2457817.88508102   -0.00395   0.00292  
  2457817.88523148   -6.4E-4    0.00293  
  2457817.88538194   0.00324    0.00293  
  2457817.88553241   0.0084     0.00294  
  2457817.88568287   8.4E-4     0.00293  
  2457817.88583333   0.00265    0.00293  
  2457817.8859838    -0.00247   0.00293  
  2457817.88614583   -0.00128   0.00292  
  2457817.8862963    -0.00348   0.00292  
  2457817.88644676   0.00283    0.00293  
  2457817.88659722   0.00118    0.00293  
  2457817.88674769   -0.00462   0.00292  
  2457817.88689815   -5.3E-4    0.00293  
  2457817.88704861   2.6E-4     0.00293  
  2457817.88719907   -0.00228   0.00293  
  2457817.88734954   -0.00463   0.00292  
  2457817.8875       0.00214    0.00293  
  2457817.88765046   -0.00499   0.00292  
  2457817.88780093   0.00111    0.00293  
  2457817.88795139   -0.00124   0.00293  
  2457817.88810185   -7.5E-4    0.00293  
  2457817.88825231   9.0E-5     0.00293  
  2457817.88840278   -0.00504   0.00292  
  2457817.88855324   -0.00127   0.00293  
  2457817.8887037    0.00224    0.00293  
  2457817.88885417   0.00697    0.00294  
  2457817.88900463   0.00396    0.00294  
  2457817.88915509   -3.7E-4    0.00293  
  2457817.88930556   -0.00346   0.00292  
  2457817.88945602   -0.00127   0.00293  
  2457817.88960648   7.9E-4     0.00293  
  2457817.88975694   0.00269    0.00294  
  2457817.88990741   -0.00282   0.00293  
  2457817.89005787   -0.0044    0.00292  
  2457817.89020833   -0.00275   0.00292  
  2457817.8903588    -0.00292   0.00293  
  2457817.89050926   -0.00806   0.00292  
  2457817.89065972   -0.00243   0.00293  
  2457817.89081019   -6.8E-4    0.00293  
  2457817.89096065   -9.5E-4    0.00293  
  2457817.89111111   0.00203    0.00293  
  2457817.89127315   6.0E-4     0.00293  
  2457817.89142361   -0.00479   0.00292  
  2457817.89157407   2.9E-4     0.00293  
  2457817.89172454   -0.00423   0.00292  
  2457817.891875     -0.00589   0.00292  
  2457817.89202546   -0.00303   0.00292  
  2457817.89217593   -1.2E-4    0.00293  
  2457817.89232639   -0.00725   0.00292  
  2457817.89247685   -0.00182   0.00293  
  2457817.89262731   -4.4E-4    0.00293  
  2457817.89277778   -0.00149   0.00293  
  2457817.89292824   2.3E-4     0.00293  
  2457817.8930787    0.0011     0.00293  
  2457817.89322917   -0.00631   0.00292  
  2457817.8933912    0.00151    0.00294  
  2457817.89354167   0.00214    0.00294  
  2457817.89369213   -0.00169   0.00293  
  2457817.89384259   -0.0037    0.00293  
  2457817.89399306   -0.00283   0.00293  
  2457817.89414352   0.0048     0.00294  
  2457817.89429398   -7.3E-4    0.00294  
  2457817.89444444   0.0027     0.00294  
  2457817.89459491   0.00268    0.00294  
  2457817.89474537   -0.00579   0.00293  
  2457817.89489583   -0.00301   0.00293  
  2457817.8950463    -0.00503   0.00293  
  2457817.89519676   -0.0054    0.00293  
  2457817.89534722   -0.00222   0.00294  
  2457817.89549769   5.3E-4     0.00294  
  2457817.89564815   -0.00184   0.00294  
  2457817.89579861   0.00302    0.00294  
  2457817.89594907   -0.00378   0.00293  
  2457817.89609954   0.00537    0.00295  
  2457817.89625      -0.00145   0.00294  
  2457817.89640046   -1.7E-4    0.00294  
  2457817.89653935   0.00679    0.00295  
  2457817.89668981   0.00837    0.00295  
  2457817.89684028   0.00246    0.00294  
  2457817.89700231   0.00706    0.00295  
  2457817.89715278   -0.00217   0.00293  
  2457817.89730324   8.9E-4     0.00294  
  2457817.8974537    -0.00614   0.00293  
  2457817.89760417   -0.00298   0.00293  
  2457817.89775463   -4.0E-4    0.00293  
  2457817.89790509   7.3E-4     0.00294  
  2457817.89805556   0.00609    0.00295  
  2457817.89819444   -0.00297   0.00293  
  2457817.89834491   -0.00147   0.00293  
  2457817.89849537   -6.4E-4    0.00294  
  2457817.89864583   7.0E-4     0.00294  
  2457817.8987963    0.00388    0.00294  
  2457817.89894676   0.00214    0.00294  
  2457817.89909722   0.00656    0.00295  
  2457817.89925926   0.00362    0.00294  
  2457817.89940972   3.1E-4     0.00294  
  2457817.89956019   -0.00148   0.00294  
  2457817.89971065   -1.8E-4    0.00294  
  2457817.89986111   0.00503    0.00295  
  2457817.90001157   -0.00182   0.00294  
  2457817.90016204   0.00821    0.00296  
  2457817.9003125    0.00516    0.00295  
  2457817.90045139   0.00299    0.00295  
  2457817.90060185   -7.4E-4    0.00294  
  2457817.90075231   -0.00139   0.00294  
  2457817.90090278   -0.00665   0.00293  
  2457817.90105324   -0.00289   0.00294  
  2457817.9012037    -0.00179   0.00294  
  2457817.90135417   -0.00945   0.00285  
  2457817.90150463   -0.00258   0.00294  
  2457817.90165509   -0.01457   0.00292  
  2457817.90180556   -0.00861   0.00293  
  2457817.90195602   -0.00416   0.00294  
  2457817.90210648   -0.00655   0.00293  
  2457817.90225694   -0.00525   0.00293  
  2457826.63724537   -0.00866   0.00409  
  2457826.63739583   -0.0042    0.00409  
  2457826.6375463    -0.00961   0.00408  
  2457826.63769676   0.00819    0.00413  
  2457826.63784722   -0.00905   0.00408  
  2457826.63799769   -0.01485   0.00406  
  2457826.63815972   0.00329    0.00411  
  2457826.63831019   0.01728    0.00415  
  2457826.63846065   -0.00495   0.00408  
  2457826.63861111   -0.00574   0.00407  
  2457826.63875      0.00963    0.00411  
  2457826.63890046   -0.00249   0.00408  
  2457826.63905093   -4.0E-5    0.00408  
  2457826.63921296   0.00321    0.00409  
  2457826.63936343   0.00378    0.00409  
  2457826.63951389   -2.8E-4    0.00408  
  2457826.63966435   -0.01221   0.00405  
  2457826.63981482   -0.00165   0.00408  
  2457826.63996528   0.00736    0.00411  
  2457826.64011574   0.00853    0.00411  
  2457826.6402662    0.00729    0.0041   
  2457826.64041667   0.0074     0.0041   
  2457826.64056713   -0.01097   0.00404  
  2457826.64071759   1.6E-4     0.00408  
  2457826.64086806   0.01264    0.00411  
  2457826.64101852   -0.00192   0.00407  
  2457826.64116898   0.0106     0.0041   
  2457826.64131944   2.0E-4     0.00407  
  2457826.64146991   -0.00635   0.00405  
  2457826.64162037   0.00763    0.00409  
  2457826.64177083   -0.00732   0.00405  
  2457826.6419213    -0.00565   0.00405  
  2457826.64207176   0.00255    0.00407  
  2457826.64222222   -0.00317   0.00405  
  2457826.64236111   -0.00179   0.00406  
  2457826.64251157   -0.007     0.00404  
  2457826.64266204   -0.00584   0.00404  
  2457826.6428125    0.00167    0.00406  
  2457826.64296296   0.01052    0.00409  
  2457826.64311343   0.00316    0.00407  
  2457826.64326389   -0.00449   0.00404  
  2457826.64341435   0.00622    0.00407  
  2457826.64356481   -3.7E-4    0.00405  
  2457826.64371528   0.00595    0.00407  
  2457826.64386574   -0.00804   0.00403  
  2457826.6440162    -0.00758   0.00402  
  2457826.64416667   0.00158    0.00405  
  2457826.64431713   0.00314    0.00406  
  2457826.64446759   -0.00345   0.00404  
  2457826.64461806   -0.00693   0.00402  
  2457826.64476852   0.00154    0.00404  
  2457826.64491898   -3.6E-4    0.00404  
  2457826.64506944   0.00849    0.00407  
  2457826.64521991   0.00904    0.00406  
  2457826.64537037   8.5E-4     0.00404  
  2457826.64552083   -0.00315   0.00402  
  2457826.6456713    0.00119    0.00403  
  2457826.64582176   0.01205    0.00406  
  2457826.64596065   -0.01072   0.00399  
  2457826.64612269   0.00394    0.00403  
  2457826.64627315   -0.00321   0.00401  
  2457826.64642361   -0.00225   0.00401  
  2457826.64657407   -0.01265   0.00398  
  2457826.64672454   0.00921    0.00405  
  2457826.646875     0.00925    0.00404  
  2457826.64702546   -0.00741   0.00399  
  2457826.64717593   -0.00551   0.004    
  2457826.64732639   -0.00151   0.004    
  2457826.64747685   0.00157    0.00401  
  2457826.64762732   0.00228    0.00401  
  2457826.64777778   -0.0117    0.00397  
  2457826.64792824   -0.00801   0.00398  
  2457826.6480787    -0.00453   0.00398  
  2457826.64822917   0.00244    0.004    
  2457826.64837963   -0.0029    0.00398  
  2457826.64853009   0.01638    0.00404  
  2457826.64868056   -0.00306   0.00399  
  2457826.64883102   0.0038     0.004    
  2457826.64898148   0.00615    0.00401  
  2457826.64913194   -0.00203   0.00398  
  2457826.64928241   -0.00116   0.00398  
  2457826.6494213    -0.00525   0.00397  
  2457826.64957176   -0.009     0.00395  
  2457826.64972222   -0.00468   0.00396  
  2457826.64987269   0.00393    0.00399  
  2457826.65002315   0.00254    0.00398  
  2457826.65017361   -0.01045   0.00394  
  2457826.65032407   0.01237    0.004    
  2457826.65047454   -0.00421   0.00395  
  2457826.65063657   0.00273    0.00397  
  2457826.65078704   -0.00451   0.00394  
  2457826.6509375    -0.00978   0.00393  
  2457826.65108796   8.4E-4     0.00396  
  2457826.65123843   -0.00223   0.00395  
  2457826.65138889   -3.2E-4    0.00395  
  2457826.65153935   -0.00645   0.00393  
  2457826.65170139   -0.00779   0.00393  
  2457826.65185185   -0.01088   0.00392  
  2457826.65200232   -0.0075    0.00393  
  2457826.65215278   -6.1E-4    0.00395  
  2457826.65230324   0.00175    0.00395  
  2457826.6524537    -0.00159   0.00394  
  2457826.65260417   -0.00375   0.00394  
  2457826.65275463   -0.00953   0.00392  
  2457826.65290509   0.01972    0.00401  
  2457826.65305556   -0.01101   0.00391  
  2457826.65322917   0.00506    0.00396  
  2457826.6533912    0.00562    0.00395  
  2457826.65354167   -0.00886   0.00392  
  2457826.65369213   -0.00244   0.00393  
  2457826.65384259   0.00856    0.00396  
  2457826.65399306   0.00923    0.00396  
  2457826.65414352   0.00471    0.00395  
  2457826.65429398   3.3E-4     0.00393  
  2457826.65444444   0.00671    0.00395  
  2457826.65459491   0.0031     0.00394  
  2457826.65474537   0.00816    0.00395  
  2457826.65489583   -6.2E-4    0.00393  
  2457826.6550463    -0.00454   0.00392  
  2457826.65519676   0.00296    0.00394  
  2457826.65534722   -0.00167   0.00392  
  2457826.65549769   0.01169    0.00396  
  2457826.65564815   0.00609    0.00394  
  2457826.65579861   0.00708    0.00395  
  2457826.65594907   0.00611    0.00394  
  2457826.65609954   -0.00412   0.00391  
  2457826.65625      -0.01328   0.00389  
  2457826.65640046   -0.01347   0.00389  
  2457826.65655093   0.00504    0.00394  
  2457826.65670139   0.00346    0.00393  
  2457826.65685185   -0.00159   0.00392  
  2457826.65700231   0.00185    0.00393  
  2457826.65715278   -0.00464   0.00391  
  2457826.65730324   0.00722    0.00394  
  2457826.6574537    0.00944    0.00395  
  2457826.65760417   0.00666    0.00394  
  2457826.65775463   -0.00763   0.0039   
  2457826.65791667   0.00303    0.00394  
  2457826.65805556   -0.00195   0.00392  
  2457826.65820602   0.00249    0.00393  
  2457826.65835648   -0.00336   0.00392  
  2457826.65850694   -0.00329   0.00392  
  2457826.65865741   -0.00787   0.0039   
  2457826.65880787   -0.0119    0.00389  
  2457826.65898148   -0.00286   0.00392  
  2457826.65913194   -0.00304   0.00392  
  2457826.65928241   0.00126    0.00393  
  2457826.65943287   -0.00526   0.00392  
  2457826.65958333   -0.00363   0.00392  
  2457826.6597338    0.01444    0.00397  
  2457826.65988426   0.00375    0.00395  
